diagnostic,period,nino34_anomaly,iod_west_anomaly,iod_east_anomaly,dmi_proxy,nino34_classification,dmi_classification,units,interpretation
NMME_tmpsfc_SST_indices,Jun,1.0088821649551392,0.4069099724292755,0.37657588720321655,0.03033408522605896,el_nino_like,iod_neutral_or_weak,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
NMME_tmpsfc_SST_indices,Jul,1.4020531177520752,0.4803699851036072,0.3259757459163666,0.1543942391872406,el_nino_like,iod_neutral_or_weak,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
NMME_tmpsfc_SST_indices,Aug,1.9275705814361572,0.641156017780304,0.1504344493150711,0.49072156846523285,el_nino_like,positive_iod_like,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
NMME_tmpsfc_SST_indices,Sep,2.4057507514953613,0.746721088886261,-0.09608351439237595,0.8428046032786369,el_nino_like,positive_iod_like,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
NMME_tmpsfc_SST_indices,JJA,1.4461687803268433,0.5094786882400513,0.2843286991119385,0.2251499891281128,el_nino_like,iod_neutral_or_weak,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
NMME_tmpsfc_SST_indices,JJAS,1.6860640048980713,0.5687893033027649,0.18922565877437592,0.379563644528389,el_nino_like,iod_neutral_or_weak,K,Computed from NMME tmpsfc anomaly as an ocean-temperature proxy. Use with caution because tmpsfc is not identical to a dedicated SST index dataset.
