period,nino34_tmpsfc_anomaly,iod_west_tmpsfc_anomaly,iod_east_tmpsfc_anomaly,dmi_approx,units
Jul_2026,1.402050495147705,0.23005932569503784,0.4714795649051666,-0.24142023921012878,K
Aug_2026,1.9823589324951172,0.5972314476966858,0.21351535618305206,0.38371609151363373,K
Sep_2026,2.587096691131592,0.7719855904579163,-0.0575871542096138,0.8295727446675301,K
JAS_2026,1.990502119064331,0.5330920815467834,0.20913591980934143,0.323956161737442,K
