period,nino34_tmpsfc_anomaly,iod_west_tmpsfc_anomaly,iod_east_tmpsfc_anomaly,dmi_approx,units
Aug_2026,1.9896759986877441,0.5037623047828674,0.4567367434501648,0.04702556133270264,K
Sep_2026,2.694791078567505,0.779322624206543,0.2504290044307709,0.5288936197757721,K
AS_2026,2.342233419418335,0.6415425539016724,0.35358282923698425,0.2879597246646881,K
